Дата;Экспонат / название дня;Хук;Механика;Атрибуция и подтверждение
11.10;"Лента невесты: знак прежнего девичества. [У] Редакционное размещение; не историческая дата возникновения.";Лента невесты связана с прежним девичеством. Передача или смена украшения превращает личную вещь в знак перемены семейного положения.;"Рассмотреть подтверждённый образец или описание; восстановить его путь в одном свадебном обряде.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
12.10;"Свадебный каравай: еда становится общим действием. [У] Редакционное размещение; не историческая дата возникновения.";Каравай включён в общее свадебное действие. Праздничная еда получает смысл через приготовление, встречу и участие конкретных людей.;"По местному описанию распределить роли и этапы; сопоставить форму хлеба с его обрядовым использованием.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
13.10;"Каравайная песня: работа получает свой голос. [У] Редакционное размещение; не историческая дата возникновения.";Каравайная песня сопровождает работу рук. Приготовление свадебного хлеба соединяет общий голос с последовательностью домашнего дела.;"Соединить фрагмент записанной песни с конкретным этапом обряда; показать подпись исполнителей.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
14.10;Покров: осень открывает свадебные ожидания. [К] Ежегодная дата по современному гражданскому календарю.;Покров входит в народные свадебные ожидания осени. Праздничная дата хранит сезонную связь семейных надежд с завершением части хозяйственных работ.;"Выделить в музейном описании церковное и народное содержание; открыть одну локальную свадебную примету как поверье.";"Этнокалендарь РЭМ; локальные варианты обычая требуют отдельного выбора. Источник: РЭМ — ПОКРОВ БОГОРОДИЦЫ: https://ethnomuseum.ru/collections/ethnocalendar/october/pokrov-bogorodicy/"
15.10;"Свадебный поезд: деревня видит переход. [У] Редакционное размещение; не историческая дата возникновения.";Свадебный поезд делает переход видимым для деревни. Движение между домами связывает личное семейное событие с пространством всего поселения.;"Проложить подтверждённый маршрут по схеме поселения; раскрыть действия на каждой остановке.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
16.10;"Хлеб-соль при встрече: принять человека в дом. [У] Редакционное размещение; не историческая дата возникновения.";Хлебом и солью встречают входящих в дом. Привычные продукты становятся частью принятия человека и открытого обращения хозяев к гостю.;"По локальному описанию сопоставить предметы, жесты и слова встречи; указать, что именно подтверждено.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
17.10;"Свадебный головной убор: прежний наряд меняет статус. [У] Редакционное размещение; не историческая дата возникновения.";Свадебный убор меняет прежний вид невесты. Слои одежды оформляют переход, который окружающие считывают по местным правилам костюма.;"Собрать новый комплект по музейному образцу той же традиции; сравнить с девичьим.";"Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей. Источник: РЭМ — Русский народный костюм: https://collection.ethnomuseum.ru/entity/ARTICLE/2311"
18.10;"Красный угол: где собирается важное. [У] Редакционное размещение; не историческая дата возникновения.";В красном углу собираются значимые домашние предметы. Порядок комнаты выделяет место, к которому обращаются в важных семейных обстоятельствах.;"На схеме выбранного русского интерьера найти красный угол; открыть его документированное бытовое и обрядовое значение.";"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию. Источник: РЭМ — Русские. Конец XIX – начало XX в.: https://ethnomuseum.ru/exposition/permanent/russians/"
19.10;"Место за столом: порядок виден в рассадке. [У] Редакционное размещение; не историческая дата возникновения.";Рассадка делает отношения видимыми за столом. Место гостя связано с местным порядком встречи — близость к другому человеку не случайна.;"Рассадить участников по конкретному свадебному описанию; получить комментарий о местном порядке.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
20.10;"Величальная песня: назвать достоинства человека. [У] Редакционное размещение; не историческая дата возникновения.";Величальная песня называет достоинства человека. Праздничный голос обращает внимание собрания на того, кому адресованы слова.;"В выбранной записи выделить адресата и образы похвалы; связать текст с местом исполнения.";"Русские сёла Чернянского и Новооскольского районов; конкретное село и запись выбираются перед страницей. Источник: Центр русского фольклора — Свадьба русских сёл Белгородчины: https://www.culture.ru/objects/2820/svadebnyi-obryad-russkikh-sel-chernyanskogo-i-novooskolskogo-raionov-belgorodskoi-oblasti"
21.10;"Корильная песня: шутка имеет свои границы. [У] Редакционное размещение; не историческая дата возникновения.";Корильная песня включает шутку в свадебное общение. Её смысл зависит от ситуации и границ, которые признают участники конкретной традиции.;"Прочитать короткий атрибутированный фрагмент с объяснением ситуации; различить обрядовую роль и личную оценку.";"Русские сёла Чернянского и Новооскольского районов; конкретное село и запись выбираются перед страницей. Источник: Центр русского фольклора — Свадьба русских сёл Белгородчины: https://www.culture.ru/objects/2820/svadebnyi-obryad-russkikh-sel-chernyanskogo-i-novooskolskogo-raionov-belgorodskoi-oblasti"
22.10;"Отдаривание: подарок получает ответ. [У] Редакционное размещение; не историческая дата возникновения.";На свадебный дар отвечают отдариванием. Вещь проходит между людьми и поддерживает связь, которая не исчерпывается одной передачей подарка.;"По локальной описи построить цепочку дарителей и получателей; не добавлять универсальных свадебных норм.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
23.10;"Свекровь, тёща, зять: новые слова после свадьбы. [У] Редакционное размещение; не историческая дата возникновения.";После свадьбы появляются новые названия родства. Свекровь, тёща и зять обозначают разные связи внутри расширившегося семейного круга.;"Переключать точку зрения на семейной схеме; получать название родственной связи.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
24.10;"Первое утро в новом доме. [У] Редакционное размещение; не историческая дата возникновения.";Первое утро в новом доме продолжает свадебную перемену. За торжественным переходом начинается знакомство с повседневным порядком другой семьи.;"По документированному описанию восстановить один утренний эпизод; показать пространство и участников.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
25.10;"Большебыково: у свадьбы есть местный порядок. [У] Редакционное размещение; не историческая дата возникновения.";В Большебыкове свадьба имеет свой порядок. Местная запись сохраняет конкретные роли и действия, которые нельзя автоматически приписать всем русским сёлам.;Открыть карточку этой традиции, отметить её место и сопоставить этапы с другой отдельно подписанной традицией.;"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
26.10;"Томское Приобье: русская свадьба вдали от прежней родины. [У] Редакционное размещение; не историческая дата возникновения.";Русская свадьба Томского Приобья живёт вдали от прежней родины. Запись позволяет увидеть местное продолжение семейной традиции в новом окружении.;"На карте связать место записи с выбранным свадебным материалом; особенности раскрывать по карточке старожилов.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
27.10;"Кеба: северная свадьба в голосах села. [У] Редакционное размещение; не историческая дата возникновения.";Северная свадьба Кебы сохраняется в голосах села. Имена исполнителей и обстоятельства записи возвращают обряду конкретное человеческое место.;"Выбрать атрибутированный фрагмент кебской традиции; следить за голосом и подписью участницы.";"Русские сёла на реке Вашке, деревня Кеба Архангельской области. Описаны сольные и групповые причитания; конкретную запись и исполнительницу выбрать перед страницей. Источник: Центр русского фольклора — Свадебный обряд деревни Кеба: https://www.culture.ru/objects/459/svadebnyi-obryad-derevni-keba-leshukonskogo-raiona-arkhangelskoi-oblasti"
28.10;"Локня и Ловать: свадьба на карте речных мест. [У] Редакционное размещение; не историческая дата возникновения.";Локня и Ловать задают географию свадебных записей. Речная карта помогает различать местные варианты вместо одной собирательной церемонии.;"На карте отметить места выбранных записей; показать общие и различающиеся элементы без смешения обрядов.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
29.10;"Сланцевский район: семейный обряд сохраняется в записи. [У] Редакционное размещение; не историческая дата возникновения.";Запись из Сланцевского района удерживает семейный обряд во времени. Слышимый голос связывает исследование традиции с конкретным исполнителем.;"Сопоставить полевое описание и сохранившиеся песни; отметить документированные и утраченные части.";"Каталог локальных свадебных традиций. Берём только указанные русские традиции; обрядовые подробности требуют чтения карточки выбранного села. Источник: Центр русского фольклора — Свадебные обряды: https://www.culture.ru/traditions/culture-heritage/mythology/mythology-2/mythology-22/mythology-224"
30.10;"Городское свадебное фото: новый язык старого события. [У] Редакционное размещение; не историческая дата возникновения.";Городское свадебное фото выбирает новые позы и декорации. Семейное событие получает другой визуальный язык, сохраняя желание оставить память о встрече.;"Сравнить два подписанных свадебных снимка разных поколений одной семьи; отметить видимые изменения.";"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию. Источник: РЭМ — Русские. Конец XIX – начало XX в.: https://ethnomuseum.ru/exposition/permanent/russians/"
31.10;"Семейная история без придуманного диалога. [У] Редакционное размещение; не историческая дата возникновения.";Семейная история складывается из снимков, подписей и свидетельств. Отсутствующий разговор остаётся неизвестным — память сильнее без выдуманной цитаты.;"Собрать рассказ из фото, вещи и свидетельства; пометить установленные факты и семейное предание.";"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию. Источник: РЭМ — Русские. Конец XIX – начало XX в.: https://ethnomuseum.ru/exposition/permanent/russians/"
